self_employed,family_history,treatment,days_indoors,growing_stress,changes_habits,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,mental_health_interview,care_options,mental_health_severity,candidacy_rating,feature_3,count,percentage
No,-1,-1,15-30 days,-1,0,-1,0,1,1,-1,No,Yes,-1,-4,1,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,1,-1,0,-1,1,1,No,Yes,0,-3,1,3,0.0010447064723048314
No,1,-1,15-30 days,0,1,1,0,-1,-1,0,Maybe,Yes,0,2,-2,3,0.0010447064723048314
No,1,-1,15-30 days,0,1,-1,1,1,-1,1,No,Yes,2,0,2,3,0.0010447064723048314
No,-1,-1,15-30 days,0,1,1,1,-1,-1,0,No,Yes,1,0,-1,3,0.0010447064723048314
No,1,1,15-30 days,-1,0,0,-1,1,-1,-1,Maybe,Yes,-3,1,-2,3,0.0010447064723048314
No,1,-1,15-30 days,0,1,-1,-1,1,1,1,No,Yes,2,0,2,3,0.0010447064723048314
No,1,1,15-30 days,-1,-1,0,0,-1,0,1,Maybe,Yes,-2,0,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,1,-1,1,0,0,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,0,1,-1,0,0,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,0,1,-1,1,-1,No,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,0,1,-1,-1,0,Maybe,Yes,-1,0,-1,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,0,1,1,-1,-1,No,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,1,0,1,0,0,Maybe,Yes,2,1,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,0,0,1,1,0,No,Yes,2,0,2,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,1,-1,0,1,0,0,No,Yes,0,-3,1,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,0,-1,1,-1,0,Maybe,Yes,-1,0,-1,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,-1,1,-1,1,1,Maybe,Yes,2,0,2,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,0,0,1,-1,1,No,Yes,1,0,1,3,0.0010447064723048314
No,1,1,15-30 days,-1,0,0,-1,-1,0,1,Maybe,Yes,-2,1,-1,3,0.0010447064723048314
No,1,1,1-14 days,0,0,0,0,-1,-1,0,Maybe,Yes,-2,2,-2,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,0,-1,-1,1,0,Maybe,Yes,-1,0,-1,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,0,0,1,1,1,Maybe,Yes,3,0,3,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,-1,1,-1,1,0,Maybe,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,1,-1,-1,1,1,Maybe,Yes,1,1,0,3,0.0010447064723048314
No,1,1,15-30 days,-1,-1,0,1,-1,0,-1,Maybe,Yes,-3,0,-1,3,0.0010447064723048314
No,1,1,15-30 days,-1,-1,0,1,-1,1,-1,Maybe,Yes,-2,0,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,-1,0,1,0,0,Maybe,Yes,1,0,1,3,0.0010447064723048314
No,1,1,15-30 days,-1,0,-1,0,1,1,-1,Maybe,Yes,-1,0,1,3,0.0010447064723048314
No,1,-1,15-30 days,0,1,-1,-1,-1,1,-1,No,Yes,-2,0,-2,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,0,-1,1,1,1,No,Yes,2,0,2,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,1,1,1,0,-1,No,Yes,2,1,1,3,0.0010447064723048314
No,1,1,15-30 days,-1,0,-1,0,1,1,1,Maybe,Yes,1,0,3,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,1,0,-1,-1,0,Maybe,Yes,-1,1,-2,3,0.0010447064723048314
No,1,-1,15-30 days,0,0,1,0,-1,-1,0,No,Yes,-1,1,-2,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,1,-1,1,1,0,No,Yes,3,0,1,3,0.0010447064723048314
No,1,1,1-14 days,0,-1,1,0,-1,1,0,Maybe,Yes,0,2,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,-1,0,0,-1,-1,0,Maybe,Yes,-2,0,-2,3,0.0010447064723048314
No,-1,-1,15-30 days,0,-1,0,0,1,1,1,No,Yes,2,-3,3,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,1,-1,-1,-1,0,0,No,Yes,-3,-3,-2,3,0.0010447064723048314
No,1,-1,15-30 days,1,0,1,0,-1,0,-1,Maybe,Yes,0,2,-2,3,0.0010447064723048314
No,1,-1,15-30 days,0,-1,-1,-1,1,1,0,No,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,-1,1,-1,1,0,Maybe,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,-1,-1,0,0,No,Yes,-3,-1,-2,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,0,0,1,0,-1,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,1,1,-1,1,-1,No,Yes,0,0,0,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,1,-1,-1,0,1,No,Yes,1,0,-1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,-1,1,-1,1,Maybe,Yes,3,3,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,-1,0,-1,-1,0,No,Yes,-1,1,-2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,1,1,-1,-1,-1,Maybe,Yes,-2,0,-2,3,0.0010447064723048314
No,1,1,1-14 days,1,1,0,-1,1,0,-1,Maybe,Yes,1,4,-1,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,-1,1,-1,-1,0,Maybe,Yes,0,1,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,1,0,1,0,1,No,Yes,2,0,2,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,1,0,1,-1,0,Maybe,Yes,1,3,0,3,0.0010447064723048314
No,1,1,1-14 days,0,1,-1,0,1,0,1,Maybe,Yes,2,2,2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,1,0,1,0,-1,No,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,0,0,-1,-1,-1,No,Yes,-2,1,-3,3,0.0010447064723048314
No,1,1,1-14 days,1,1,-1,1,1,1,-1,Maybe,Yes,3,3,2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,1,-1,0,0,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,-1,1,-1,-1,Yes,No,1,3,-2,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,-1,-1,1,0,0,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,0,1,-1,-1,-1,No,Yes,-1,1,-2,3,0.0010447064723048314
No,1,1,1-14 days,1,1,0,1,-1,0,-1,Maybe,Yes,1,4,-1,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,-1,0,-1,-1,-1,No,Yes,-3,-2,-3,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,-1,-1,-1,-1,-1,Maybe,Yes,-3,1,-4,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,-1,1,-1,-1,Maybe,Not sure,1,3,-2,3,0.0010447064723048314
No,-1,-1,1-14 days,1,1,-1,-1,-1,-1,0,No,Yes,-2,-1,-3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,-1,0,-1,Maybe,Yes,-2,-1,-1,3,0.0010447064723048314
No,-1,-1,15-30 days,0,0,-1,0,-1,1,-1,No,Yes,-2,-3,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,-1,-1,0,No,Yes,-2,-1,-1,3,0.0010447064723048314
No,1,1,1-14 days,1,1,0,1,-1,1,1,Maybe,Yes,4,4,2,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,1,-1,-1,-1,1,Maybe,Yes,-1,3,-2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,-1,-1,-1,Maybe,Yes,-3,-1,-2,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,0,1,0,1,0,1,No,Yes,2,-2,2,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,0,1,1,-1,0,Maybe,Yes,2,1,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,0,1,0,0,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,1,-1,1,0,0,Maybe,Yes,1,3,0,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,0,-1,1,1,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,1,-1,-1,1,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,0,-1,-1,-1,Maybe,Yes,0,3,-3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,-1,1,0,0,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,-1,1,1,-1,1,No,Yes,3,1,2,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,0,0,-1,-1,0,No,Yes,0,2,-2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,0,1,1,1,No,Yes,1,-2,3,3,0.0010447064723048314
No,1,1,1-14 days,1,1,-1,0,1,-1,1,Maybe,Yes,2,3,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,0,1,1,-1,No,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,1,1,-1,-1,Maybe,Yes,3,3,0,3,0.0010447064723048314
No,1,1,15-30 days,0,-1,-1,-1,1,-1,0,Maybe,Yes,-3,0,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,-1,1,1,0,Maybe,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,0,0,-1,1,1,Maybe,Yes,3,2,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,-1,-1,-1,1,No,Yes,-4,-2,-2,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,-1,1,1,0,-1,No,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,1,1,-1,1,Maybe,Yes,5,3,2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,-1,1,1,-1,0,-1,Maybe,Yes,-2,-1,-1,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,0,0,1,-1,-1,No,Yes,1,2,-1,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,0,1,1,1,1,No,Yes,5,-1,4,3,0.0010447064723048314
No,1,-1,15-30 days,-1,-1,1,0,1,-1,-1,No,Yes,-2,-1,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,1,-1,-1,-1,Maybe,Yes,-4,-2,-2,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,1,-1,1,1,0,-1,No,Yes,0,-3,1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,1,-1,1,0,No,Yes,4,3,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,-1,1,-1,-1,No,Yes,-3,-1,-2,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,0,-1,1,0,-1,No,Yes,0,1,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,-1,1,-1,1,Maybe,Yes,-1,-1,0,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,1,0,1,1,0,Maybe,Yes,3,3,2,3,0.0010447064723048314
No,-1,-1,15-30 days,1,0,-1,-1,1,1,0,No,Yes,1,-2,1,3,0.0010447064723048314
No,1,1,1-14 days,1,1,-1,1,1,-1,1,Maybe,Yes,3,3,2,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,0,-1,1,-1,1,No,Yes,2,2,0,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,1,1,-1,-1,-1,Maybe,Yes,-1,3,-2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,-1,1,-1,0,1,Maybe,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,0,0,-1,-1,0,1,No,Yes,-2,-1,-1,3,0.0010447064723048314
No,-1,-1,15-30 days,1,-1,0,-1,1,1,1,No,Yes,2,-2,2,3,0.0010447064723048314
No,1,1,1-14 days,1,1,-1,1,-1,-1,0,Maybe,Yes,0,3,-1,3,0.0010447064723048314
No,1,-1,31-60 days,1,1,0,-1,1,0,-1,No,Yes,1,2,-1,3,0.0010447064723048314
No,1,1,15-30 days,0,-1,-1,-1,-1,1,-1,Maybe,Yes,-4,0,-2,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,1,0,1,0,0,No,Yes,4,3,1,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,0,1,1,1,1,No,Yes,5,1,4,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,-1,0,0,Maybe,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,-1,-1,0,0,No,Yes,0,2,-2,3,0.0010447064723048314
No,1,1,1-14 days,-1,1,0,0,-1,1,0,Maybe,Yes,0,2,0,3,0.0010447064723048314
No,-1,-1,15-30 days,1,-1,1,1,1,0,1,No,Yes,4,-1,3,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,1,1,1,-1,0,No,Yes,3,0,1,3,0.0010447064723048314
No,1,-1,15-30 days,1,0,1,1,-1,0,1,No,Yes,3,2,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,0,1,1,-1,Maybe,Yes,2,1,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,-1,-1,1,0,No,Yes,1,2,-1,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,-1,1,1,0,-1,Maybe,Yes,0,1,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,0,1,-1,0,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,-1,-1,-1,0,-1,No,Yes,-4,-1,-3,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,-1,1,-1,1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,-1,1,1,1,-1,Maybe,Yes,1,1,2,3,0.0010447064723048314
No,1,-1,15-30 days,1,0,1,1,-1,1,-1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,-1,-1,-1,-1,0,No,Yes,-4,-1,-3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,-1,1,0,1,Maybe,Yes,2,1,1,3,0.0010447064723048314
No,1,1,1-14 days,1,1,1,0,1,-1,0,Maybe,Yes,3,5,0,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,1,1,0,0,No,Yes,4,2,2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,0,1,1,0,No,Yes,3,1,2,3,0.0010447064723048314
No,1,1,1-14 days,-1,1,0,1,1,-1,-1,Maybe,Yes,0,2,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,0,1,0,-1,0,1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,1,1-14 days,1,1,1,1,-1,1,0,Maybe,Yes,4,5,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,-1,1,1,-1,1,Maybe,Yes,1,-1,2,3,0.0010447064723048314
No,1,-1,15-30 days,0,-1,-1,-1,1,0,1,Maybe,Yes,-1,-2,1,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,0,-1,-1,-1,-1,1,No,Yes,-4,-4,-2,3,0.0010447064723048314
No,-1,-1,15-30 days,0,1,1,1,-1,0,0,No,Yes,2,0,0,3,0.0010447064723048314
No,1,-1,15-30 days,0,-1,-1,-1,1,-1,0,No,Yes,-3,-2,-1,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,-1,1,-1,-1,0,Maybe,Yes,-2,1,-1,3,0.0010447064723048314
No,1,-1,15-30 days,1,0,1,0,-1,0,0,Maybe,Yes,1,2,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,1,-1,-1,-1,No,Yes,-1,1,-2,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,-1,1,-1,0,1,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,15-30 days,0,-1,-1,-1,-1,1,1,Maybe,Yes,-2,-2,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,-1,-1,0,1,-1,0,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,15-30 days,0,-1,-1,-1,-1,1,-1,No,Yes,-4,-2,-2,3,0.0010447064723048314
No,1,1,1-14 days,-1,1,1,0,-1,-1,1,Maybe,Yes,0,3,-1,3,0.0010447064723048314
No,1,1,1-14 days,1,1,1,0,1,1,0,Maybe,Yes,5,5,2,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,-1,1,0,0,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,1,-1,-1,-1,1,No,Yes,-1,1,-2,3,0.0010447064723048314
No,-1,-1,15-30 days,0,1,1,-1,-1,-1,0,No,Yes,-1,0,-3,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,1,-1,0,1,No,Yes,3,2,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,0,1,1,-1,No,Yes,3,2,1,3,0.0010447064723048314
No,1,1,1-14 days,1,1,1,0,-1,-1,1,Maybe,Yes,2,5,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,-1,1,-1,0,No,Yes,-1,0,-1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,0,0,1,0,-1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,1,-1,0,0,No,Yes,2,2,0,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,-1,-1,0,1,Maybe,Yes,-1,0,-1,3,0.0010447064723048314
No,-1,-1,15-30 days,-1,0,-1,0,1,1,1,No,Yes,1,-4,3,3,0.0010447064723048314
No,1,1,1-14 days,1,1,1,0,-1,-1,-1,Maybe,Yes,0,5,-3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,1,1,-1,No,Yes,1,-1,2,3,0.0010447064723048314
No,1,1,1-14 days,0,1,-1,-1,1,0,-1,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,-1,1,-1,1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,-1,1,1,0,-1,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,0,1,-1,1,0,Maybe,Yes,3,2,1,3,0.0010447064723048314
No,-1,-1,15-30 days,0,1,1,1,1,-1,1,No,Yes,4,0,2,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,1,1,0,1,Maybe,Yes,5,2,3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,-1,1,0,1,No,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,0,-1,-1,-1,Maybe,Yes,-1,2,-3,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,0,-1,1,-1,No,Yes,-1,0,-1,3,0.0010447064723048314
No,1,1,1-14 days,-1,1,0,-1,1,0,0,Maybe,Yes,0,2,0,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,0,-1,1,-1,No,Yes,1,2,-1,3,0.0010447064723048314
No,1,1,1-14 days,-1,1,0,0,-1,0,0,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,-1,-1,15-30 days,0,-1,0,-1,1,-1,-1,No,Yes,-3,-3,-2,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,-1,-1,1,-1,1,No,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,31-60 days,0,1,1,0,1,0,0,No,Yes,3,2,1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,1,-1,1,-1,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,0,-1,1,-1,0,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,0,0,-1,1,-1,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,0,1,0,1,Maybe,Yes,2,0,2,3,0.0010447064723048314
No,1,1,15-30 days,-1,1,0,-1,1,0,1,Maybe,Yes,1,2,1,3,0.0010447064723048314
No,1,-1,31-60 days,1,0,1,0,1,0,-1,Maybe,Yes,2,2,0,3,0.0010447064723048314
No,1,-1,15-30 days,1,1,-1,0,-1,1,-1,Maybe,Yes,0,1,-1,3,0.0010447064723048314
No,1,-1,15-30 days,-1,1,0,0,1,-1,0,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,1,1-14 days,0,1,-1,-1,-1,1,0,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,-1,Go out Every day,0,1,-1,1,1,1,-1,No,Yes,2,0,2,3,0.0010447064723048314
No,1,1,15-30 days,0,0,-1,1,1,-1,-1,Maybe,Yes,-1,1,0,3,0.0010447064723048314
No,1,1,15-30 days,0,1,0,1,-1,0,1,Maybe,Yes,2,3,1,3,0.0010447064723048314
No,-1,-1,15-30 days,0,1,-1,1,1,-1,1,No,Yes,2,-2,2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,1,1,0,-1,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,31-60 days,-1,1,0,-1,-1,0,0,Maybe,Yes,-2,0,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,1,1,0,1,Maybe,Yes,2,-1,3,3,0.0010447064723048314
No,1,-1,1-14 days,-1,-1,0,0,-1,-1,-1,Maybe,Yes,-5,-2,-3,3,0.0010447064723048314
No,-1,-1,15-30 days,0,-1,-1,-1,-1,1,-1,No,Yes,-4,-4,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,1,-1,1,-1,0,Maybe,Yes,-1,0,-1,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,1,0,1,1,-1,Maybe,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,1-14 days,0,0,-1,-1,1,1,-1,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,1,1-14 days,1,-1,0,1,-1,0,-1,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,1,0,-1,1,-1,0,0,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,1,0,-1,1,0,No,Yes,0,0,0,3,0.0010447064723048314
No,-1,-1,1-14 days,1,1,1,1,1,-1,0,No,Yes,4,1,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,1,0,-1,0,-1,No,Yes,-2,0,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,1,0,-1,1,0,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,More than 2 months,1,0,-1,1,1,-1,0,Maybe,Yes,1,0,1,3,0.0010447064723048314
No,1,1,15-30 days,1,0,-1,-1,1,1,0,Maybe,Yes,1,2,1,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,1,0,-1,-1,0,Maybe,Yes,-2,0,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,0,-1,-1,-1,Maybe,Yes,-4,-1,-3,3,0.0010447064723048314
No,1,-1,1-14 days,-1,-1,-1,1,-1,1,0,Maybe,Yes,-2,-3,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,-1,1,-1,1,1,No,Yes,0,-2,2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,-1,-1,1,1,No,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,31-60 days,-1,1,0,-1,-1,0,-1,Maybe,Yes,-3,0,-3,3,0.0010447064723048314
No,1,1,15-30 days,1,-1,1,1,1,0,1,Maybe,Yes,4,3,3,3,0.0010447064723048314
No,1,-1,1-14 days,0,0,-1,1,-1,1,-1,Maybe,Yes,-1,-1,0,3,0.0010447064723048314
No,1,1,1-14 days,1,0,-1,0,-1,1,-1,Maybe,Yes,-1,2,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,1,1,-1,-1,Maybe,Yes,-1,-1,0,3,0.0010447064723048314
No,1,-1,1-14 days,0,0,-1,1,-1,0,1,No,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,0,-1,0,0,Maybe,Yes,-2,-1,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,1,0,0,-1,-1,0,-1,Maybe,Yes,-2,1,-3,3,0.0010447064723048314
No,1,1,1-14 days,1,0,0,0,1,-1,1,Maybe,Yes,2,3,1,3,0.0010447064723048314
No,1,-1,1-14 days,0,0,-1,0,1,1,-1,Maybe,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,0,0,-1,1,-1,No,Yes,-2,-1,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,0,1,1,1,-1,-1,Maybe,Yes,0,0,0,3,0.0010447064723048314
No,1,-1,More than 2 months,1,0,-1,0,1,0,1,Maybe,Yes,2,0,2,3,0.0010447064723048314
No,1,-1,1-14 days,0,0,-1,1,-1,1,0,Maybe,Yes,0,-1,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,1,-1,1,1,-1,Maybe,Yes,1,1,0,3,0.0010447064723048314
No,1,-1,More than 2 months,1,-1,1,0,-1,-1,0,No,Yes,-1,1,-2,3,0.0010447064723048314
No,1,-1,1-14 days,-1,-1,0,0,1,-1,-1,Maybe,Yes,-3,-2,-1,3,0.0010447064723048314
No,1,1,15-30 days,1,0,-1,1,1,-1,1,Maybe,Yes,2,2,2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,1,-1,1,-1,0,No,Yes,0,1,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,1,-1,0,1,1,1,-1,No,Yes,2,0,2,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,-1,-1,1,0,1,Maybe,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,-1,-1,1,0,-1,No,Yes,-3,-2,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,0,1,1,0,1,No,Yes,3,0,3,3,0.0010447064723048314
No,1,-1,31-60 days,0,-1,-1,0,1,0,0,Maybe,Yes,-1,-2,1,3,0.0010447064723048314
No,1,-1,More than 2 months,1,-1,0,1,1,0,-1,No,Yes,1,0,1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,1,0,-1,0,0,Maybe,Yes,0,1,-1,3,0.0010447064723048314
No,-1,-1,1-14 days,1,1,1,1,-1,1,0,No,Yes,4,1,1,3,0.0010447064723048314
No,1,-1,1-14 days,0,-1,-1,-1,1,-1,-1,Maybe,Yes,-4,-2,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,1,1,-1,0,-1,Maybe,Yes,0,1,-1,3,0.0010447064723048314
No,1,-1,More than 2 months,-1,1,1,-1,1,-1,-1,No,Yes,-1,1,-2,3,0.0010447064723048314
No,1,-1,More than 2 months,1,-1,1,0,-1,1,-1,No,Yes,0,1,-1,3,0.0010447064723048314
No,-1,-1,1-14 days,1,0,0,0,1,-1,1,No,Yes,2,-1,1,3,0.0010447064723048314
No,1,1,1-14 days,1,-1,0,1,-1,0,0,Maybe,Yes,0,2,0,3,0.0010447064723048314
